fips,stName,ctyName,Abbrev,popEstimate2016,obesity_pop,obesity_n,obesity_per,diab_pop,diab_n,diab_per,pop2010,ohu2010,medianFamilyIncome,lapop20,lalowi20,lasnap20,tractLOWI,tractSNAP,lapop20_share,lalowi20_share,lasnap20_share,mccount,mcd_per_cap,low_inc_pop_per,snap_households_per
1039.0,Alabama,Covington County,AL,37458.0,28805.8823529412,9794.0,34.0,28714.2857142857,4221.0,14.7,37765.0,15531.0,626540.0,0.0,0.0,0.0,16914.0,2517.0,0.0,0.0,0.0,1.0,2.66965668215068e-05,45.1545731218965,16.2062970832529
1041.0,Alabama,Crenshaw County,AL,13913.0,10418.1360201511,4136.0,39.7,10400.0,1716.0,16.5,13906.0,5652.0,301040.0,0.0,0.0,0.0,6070.0,999.0,0.0,0.0,0.0,1.0,7.18752246100769e-05,43.6282613383167,17.6751592356688
1043.0,Alabama,Cullman County,AL,82471.0,60835.3293413174,20319.0,33.4,60923.6111111111,8773.0,14.4,80406.0,31864.0,875860.0,0.0,0.0,0.0,34526.0,4447.0,0.0,0.0,0.0,4.0,4.8501897636745e-05,41.8644129451565,13.9561888024102
1045.0,Alabama,Dale County,AL,49226.0,36895.8904109589,13467.0,36.5,36943.2624113475,5209.0,14.1,50251.0,20065.0,765958.0,0.0,0.0,0.0,18224.0,3240.0,0.0,0.0,0.0,2.0,4.0628935928168e-05,37.0210864177467,16.1475205581859
1047.0,Alabama,Dallas County,AL,40008.0,30218.137254902,12329.0,40.8,30215.7894736842,5741.0,19.0,43820.0,17064.0,551409.0,0.0,0.0,0.0,24877.0,5176.0,0.0,0.0,0.0,2.0,4.99900019996001e-05,62.1800639872026,30.3328645100797
1049.0,Alabama,DeKalb County,AL,70900.0,51736.8421052632,15728.0,30.4,51574.6268656716,6911.0,13.4,71109.0,26842.0,653557.0,0.0,0.0,0.0,32342.0,3988.0,0.0,0.0,0.0,2.0,2.82087447108604e-05,45.6163610719323,14.857313165934
1051.0,Alabama,Elmore County,AL,81799.0,60000.0,21240.0,35.4,59917.9104477612,8029.0,13.4,79303.0,28301.0,956862.0,0.0,0.0,0.0,22358.0,3429.0,0.0,0.0,0.0,6.0,7.33505299575789e-05,27.3328524798592,12.1161796402954
1053.0,Alabama,Escambia County,AL,37728.0,28641.9098143236,10798.0,37.7,28623.595505618,5095.0,17.8,38319.0,14157.0,352805.0,0.0,0.0,0.0,19613.0,3404.0,0.0,0.0,0.0,4.0,0.000106022052586938,51.9852629346904,24.0446422264604
1055.0,Alabama,Etowah County,AL,102564.0,78350.4273504274,27501.0,35.1,78547.619047619,13196.0,16.8,104430.0,42036.0,1319856.0,0.0,0.0,0.0,44882.0,6554.0,0.0,0.0,0.0,6.0,5.85000585000585e-05,43.7599937599938,15.5913978494624
1057.0,Alabama,Fayette County,AL,16546.0,12854.5994065282,4332.0,33.7,12854.3046357616,1941.0,15.1,17241.0,7100.0,215114.0,0.0,0.0,0.0,8173.0,1619.0,0.0,0.0,0.0,1.0,6.0437567992264e-05,49.3956243200774,22.8028169014085
1059.0,Alabama,Franklin County,AL,31628.0,23099.3975903614,7669.0,33.2,23194.2446043165,3224.0,13.9,31704.0,12286.0,417795.0,0.0,0.0,0.0,15243.0,2304.0,0.0,0.0,0.0,2.0,6.32351081320349e-05,48.1946376628304,18.7530522545987
1061.0,Alabama,Geneva County,AL,26614.0,20231.6715542522,6899.0,34.1,20251.7985611511,2815.0,13.9,26790.0,10920.0,275868.0,0.0,0.0,0.0,12500.0,1995.0,0.0,0.0,0.0,1.0,3.75742090628992e-05,46.967761328624,18.2692307692308
1063.0,Alabama,Greene County,AL,8422.0,6470.84233261339,2996.0,46.3,6485.71428571429,1362.0,21.0,9045.0,3764.0,91678.0,0.0,0.0,0.0,5738.0,1231.0,0.0,0.0,0.0,,0,68.1310852529091,32.7045696068013
1065.0,Alabama,Hale County,AL,14952.0,11321.7821782178,4574.0,40.4,11312.5,1810.0,16.0,15760.0,6273.0,251897.0,0.0,0.0,0.0,7867.0,1499.0,0.0,0.0,0.0,1.0,6.68806848582129e-05,52.6150347779561,23.8960624900367
1067.0,Alabama,Henry County,AL,17164.0,13167.5977653631,4714.0,35.8,13213.9037433155,2471.0,18.7,17302.0,6994.0,334730.0,0.0,0.0,0.0,6601.0,1155.0,0.0,0.0,0.0,,0,38.4584013050571,16.5141549899914
1069.0,Alabama,Houston County,AL,104056.0,76606.7073170732,25127.0,32.8,76532.8467153285,10485.0,13.7,101547.0,40969.0,1067495.0,0.0,0.0,0.0,42383.0,5731.0,0.0,0.0,0.0,6.0,5.76612593219036e-05,40.730952564004,13.9886255461446
1071.0,Alabama,Jackson County,AL,52138.0,40209.375,12867.0,32.0,40302.0134228188,6005.0,14.9,53227.0,21513.0,498781.0,0.0,0.0,0.0,22772.0,3025.0,0.0,0.0,0.0,2.0,3.83597376193947e-05,43.6763972534428,14.0612652814577
1073.0,Alabama,Jefferson County,AL,659521.0,490575.301204819,162871.0,33.2,488600.0,63518.0,13.0,658466.0,263568.0,9400933.0,0.0,0.0,0.0,243528.0,39967.0,0.0,0.0,0.0,42.0,6.36825817525143e-05,36.9249804024436,15.1638286893705
1075.0,Alabama,Lamar County,AL,13918.0,10806.5476190476,3631.0,33.6,10818.7919463087,1612.0,14.9,14564.0,6103.0,121966.0,0.0,0.0,0.0,7298.0,1433.0,0.0,0.0,0.0,1.0,7.18494036499497e-05,52.4356947837333,23.4802556119941
1077.0,Alabama,Lauderdale County,AL,92318.0,70632.2188449848,23238.0,32.9,70422.5352112676,10000.0,14.2,92709.0,38680.0,1131607.0,0.0,0.0,0.0,35490.0,5388.0,0.0,0.0,0.0,6.0,6.49927424770901e-05,38.4432071751988,13.9296794208894
1079.0,Alabama,Lawrence County,AL,33244.0,25470.4225352113,9042.0,35.5,25480.7692307692,3975.0,15.6,34339.0,13654.0,453808.0,0.0,0.0,0.0,13904.0,2507.0,0.0,0.0,0.0,1.0,3.00806160510167e-05,41.8240885573337,18.3609198769591
1081.0,Alabama,Lee County,AL,158991.0,111041.379310345,32202.0,29.0,111178.947368421,10562.0,9.5,140247.0,55682.0,1550578.0,0.0,0.0,0.0,60832.0,6406.0,0.0,0.0,0.0,6.0,3.77379851689718e-05,38.2612852299816,11.5046154951331
1083.0,Alabama,Limestone County,AL,92753.0,66164.1337386018,21768.0,32.9,66142.8571428572,8334.0,12.6,82782.0,31446.0,927367.0,0.0,0.0,0.0,27460.0,4380.0,0.0,0.0,0.0,3.0,3.23439673110304e-05,29.6055114120298,13.9286395726006
1085.0,Alabama,Lowndes County,AL,10358.0,7960.08869179601,3590.0,45.1,7953.1914893617,1869.0,23.5,11299.0,4352.0,149636.0,0.0,0.0,0.0,5921.0,1210.0,0.0,0.0,0.0,,0,57.1635450859239,27.8033088235294
1087.0,Alabama,Macon County,AL,18963.0,14892.6174496644,6657.0,44.7,14869.5652173913,2736.0,18.4,21452.0,8499.0,560185.0,0.0,0.0,0.0,9961.0,2464.0,0.0,0.0,0.0,1.0,5.2734272003375e-05,52.5286083425618,28.9916460760089
1089.0,Alabama,Madison County,AL,356967.0,258458.204334365,83482.0,32.3,259286.956521739,29818.0,11.5,334811.0,134700.0,5127319.0,0.0,0.0,0.0,100184.0,14817.0,0.0,0.0,0.0,15.0,4.20206909882426e-05,28.0653393731073,11.0
1091.0,Alabama,Marengo County,AL,19673.0,15027.2952853598,6056.0,40.3,14985.1485148515,3027.0,20.2,21027.0,8535.0,268954.0,0.0,0.0,0.0,9943.0,1961.0,0.0,0.0,0.0,1.0,5.08310882936004e-05,50.5413510903269,22.9759812536614
1093.0,Alabama,Marion County,AL,29998.0,23301.4084507042,8272.0,35.5,23256.6844919786,4349.0,18.7,30776.0,12651.0,347426.0,0.0,0.0,0.0,13978.0,2580.0,0.0,0.0,0.0,2.0,6.66711114074272e-05,46.5964397626509,20.3936447711643
1095.0,Alabama,Marshall County,AL,95157.0,69111.4457831325,22945.0,33.2,69273.4375,8867.0,12.8,93019.0,35810.0,902111.0,0.0,0.0,0.0,42101.0,5740.0,0.0,0.0,0.0,4.0,4.20357934781466e-05,44.2437235305863,16.0290421669925
1097.0,Alabama,Mobile County,AL,414836.0,303811.320754717,112714.0,37.1,302628.205128205,47210.0,15.6,412992.0,158435.0,5697544.0,0.0,0.0,0.0,168743.0,29059.0,0.0,0.0,0.0,29.0,6.99071440280014e-05,40.6770386369553,18.3412756019819
1099.0,Alabama,Monroe County,AL,21530.0,16354.1076487252,5773.0,35.3,16370.7865168539,2914.0,17.8,23068.0,9214.0,286313.0,2.702830959,1.337097295,0.187111831,11955.0,1270.0,0.011716798,0.00579633,0.014733215,1.0,4.64468183929401e-05,55.5271713887599,13.7833731278489
1101.0,Alabama,Montgomery County,AL,226349.0,165635.057471264,57641.0,34.8,165777.777777778,22380.0,13.5,229363.0,89981.0,3619072.0,0.0,0.0,0.0,91743.0,17106.0,0.0,0.0,0.0,13.0,5.74334324428206e-05,40.5316568661669,19.0106800324513
1103.0,Alabama,Morgan County,AL,119012.0,89414.5569620253,28255.0,31.6,89388.8888888889,11263.0,12.6,119490.0,47030.0,1511575.0,0.0,0.0,0.0,44765.0,6446.0,0.0,0.0,0.0,6.0,5.04150841931906e-05,37.6138540651363,13.706145013821
1105.0,Alabama,Perry County,AL,9574.0,7100.0,3053.0,43.0,7087.55760368664,1538.0,21.7,10591.0,3947.0,98436.0,0.0,0.0,0.0,6410.0,1054.0,0.0,0.0,0.0,,0,66.952162105703,26.7038256903978
1107.0,Alabama,Pickens County,AL,20324.0,14695.0549450549,5349.0,36.4,14670.7317073171,2406.0,16.4,19746.0,8012.0,207403.0,0.0,0.0,0.0,9957.0,1694.0,0.0,0.0,0.0,,0,48.991340287345,21.1432850723914
1109.0,Alabama,Pike County,AL,33286.0,25177.0833333333,9668.0,38.4,25155.5555555556,3396.0,13.5,32899.0,13210.0,365873.0,0.0,0.0,0.0,15415.0,2602.0,0.0,0.0,0.0,1.0,3.00426605780208e-05,46.310761281019,19.6971990915973
1111.0,Alabama,Randolph County,AL,22652.0,16977.3462783172,5246.0,30.9,16939.5973154362,2524.0,14.9,22913.0,9164.0,267980.0,0.0,0.0,0.0,9513.0,1631.0,0.0,0.0,0.0,1.0,4.41462122549885e-05,41.9962917181706,17.7979048450458
1113.0,Alabama,Russell County,AL,58172.0,43087.9120879121,15684.0,36.4,43054.2635658915,5554.0,12.9,52947.0,21229.0,588941.0,0.0,0.0,0.0,26609.0,4488.0,0.0,0.0,0.0,4.0,6.87616035205941e-05,45.7419377019872,21.1408921757973
1117.0,Alabama,Shelby County,AL,210622.0,148754.15282392,44775.0,30.1,148195.402298851,12893.0,8.7,195085.0,74072.0,3868386.0,0.0,0.0,0.0,45246.0,4706.0,0.0,0.0,0.0,11.0,5.22262631633922e-05,21.482086391735,6.35327789178097
1115.0,Alabama,St. Clair County,AL,88019.0,64542.4242424242,21299.0,33.0,64554.6875,8263.0,12.8,83593.0,31624.0,747262.0,0.0,0.0,0.0,30437.0,4651.0,0.0,0.0,0.0,3.0,3.40835501425828e-05,34.5800338563265,14.7071844168986
1119.0,Alabama,Sumter County,AL,13040.0,10027.2952853598,4041.0,40.3,10014.9253731343,2013.0,20.1,13763.0,5629.0,146318.0,21.49057625,13.70270672,3.498115303,7667.0,1598.0,0.15614747,0.099561918,0.218905839,1.0,7.66871165644172e-05,58.7960122699387,28.3887013679161
1121.0,Alabama,Talladega County,AL,80103.0,61148.717948718,23848.0,39.0,61326.7973856209,9383.0,15.3,82291.0,31890.0,945283.0,0.0,0.0,0.0,36810.0,6635.0,0.0,0.0,0.0,4.0,4.99357077762381e-05,45.9533350810831,20.8058952649733
1123.0,Alabama,Tallapoosa County,AL,40727.0,31536.5853658537,11637.0,36.9,31569.3430656934,4325.0,13.7,41616.0,16985.0,464770.0,0.0,0.0,0.0,18409.0,2881.0,0.0,0.0,0.0,2.0,4.91074717018194e-05,45.2009723279397,16.9620253164557
1125.0,Alabama,Tuscaloosa County,AL,206102.0,147836.734693878,50708.0,34.3,147991.869918699,18203.0,12.3,194656.0,76141.0,2606220.0,0.0,0.0,0.0,71305.0,7869.0,0.0,0.0,0.0,11.0,5.3371631522256e-05,34.5969471426769,10.3347736436348
1127.0,Alabama,Walker County,AL,64967.0,49837.3493975904,16546.0,33.2,49904.1916167665,8334.0,16.7,67023.0,26571.0,834806.0,0.0,0.0,0.0,30773.0,4763.0,0.0,0.0,0.0,3.0,4.61772900087737e-05,47.3671248479998,17.9255579391065
1129.0,Alabama,Washington County,AL,16756.0,12577.1144278607,5056.0,40.2,12533.7078651685,2231.0,17.8,17581.0,6758.0,257390.0,0.0,0.0,0.0,6551.0,1117.0,0.0,0.0,0.0,,0,39.0964430651707,16.5285587451909
1131.0,Alabama,Wilcox County,AL,10986.0,8095.76837416481,3635.0,44.9,8082.90155440415,1560.0,19.3,11670.0,4484.0,110032.0,2.104822197,1.382845537,0.230307344,7066.0,1094.0,0.01803618,0.011849576,0.02105186,,0,64.3182231931549,24.3978590544157
1133.0,Alabama,Winston County,AL,23805.0,18589.4039735099,5614.0,30.2,18590.9090909091,2454.0,13.2,24484.0,10163.0,302459.0,0.0,0.0,0.0,11845.0,1661.0,0.0,0.0,0.0,1.0,4.20079815164881e-05,49.7584541062802,16.3435993309062
2013.0,Alaska,Aleutians East Borough,AK,3296.0,2913.17365269461,973.0,33.4,2894.73684210526,220.0,7.6,3141.0,553.0,63250.0,2045.077214,1018.825346,44.340431,1573.0,84.0,65.10911219,32.43633703,52.78622738,,0,47.7245145631068,15.1898734177215
2016.0,Alaska,Aleutians West Census Area,AK,5647.0,4850.2538071066,1911.0,39.4,4854.83870967742,301.0,6.2,5561.0,1212.0,153308.0,1185.000011,459.9671071,35.0595234,1780.0,78.0,21.30911726,8.271302052,44.94810692,,0,31.5211616787675,6.43564356435644
2020.0,Alaska,Anchorage Municipality,AK,298192.0,217603.703703704,58753.0,27.0,217528.571428571,15227.0,7.0,291826.0,107332.0,5009016.0,18.45862629,3.041217043,0.289294453,65978.0,8983.0,0.006325216,0.001042134,0.003220466,17.0,5.70102484305414e-05,22.1260127702956,8.36935862557299
2050.0,Alaska,Bethel Census Area,AK,17968.0,10864.6864686469,3292.0,30.3,10879.3103448276,631.0,5.8,17013.0,4651.0,158649.0,8143.8624,5290.857354,995.0577338,8937.0,1555.0,47.86846764,31.0989088,63.99085105,,0,49.7384238646483,33.4336701784562
2060.0,Alaska,Bristol Bay Borough,AK,898.0,722.921914357683,287.0,39.7,717.647058823529,61.0,8.5,997.0,423.0,92083.0,996.9999981,176.1024336,21.25628132,177.0,20.0,99.99999981,17.66323306,106.2814066,,0,19.7104677060134,4.72813238770686
2068.0,Alaska,Denali Borough,AK,1953.0,1522.22222222222,411.0,27.0,1517.24137931035,88.0,5.8,1826.0,806.0,102552.0,1826.000014,418.7696352,21.2105264,480.0,19.0,100.0000008,22.93371496,111.6343495,,0,24.5775729646697,2.35732009925558
2070.0,Alaska,Dillingham Census Area,AK,4954.0,3210.52631578947,1220.0,38.0,3222.22222222222,232.0,7.2,4847.0,1563.0,126559.0,1729.622325,1150.773195,197.9940877,2287.0,330.0,35.6843888,23.74196812,59.99820839,,0,46.1647153815099,21.1132437619962
2090.0,Alaska,Fairbanks North Star Borough,AK,100605.0,73466.1921708185,20644.0,28.1,73181.8181818182,4025.0,5.5,97581.0,36441.0,1527638.0,909.5273219,226.3839536,29.45223787,21924.0,2306.0,0.932074197,0.231995935,1.277200255,4.0,3.97594552954625e-05,21.792157447443,6.32803710106748
2100.0,Alaska,Haines Borough,AK,2496.0,2007.8431372549,512.0,25.5,2012.6582278481,159.0,7.9,2508.0,1149.0,66250.0,434.2534701,156.1788792,20.47717745,800.0,122.0,17.31473166,6.227228038,16.78457168,,0,32.0512820512821,10.6179286335944
2105.0,Alaska,Hoonah-Angoon Census Area,AK,2078.0,1676.10062893082,533.0,31.8,1671.23287671233,122.0,7.3,95.0,41.0,51250.0,6.646032999,2.416739257,0.465162383,24.0,5.0,6.995824209,2.54393606,9.30324766,,0,1.15495668912416,12.1951219512195
2110.0,Alaska,Juneau City and Borough,AK,32468.0,24430.0699300699,6987.0,28.6,24474.5762711864,1444.0,5.9,31275.0,12187.0,585242.0,28.99988116,4.370711664,1.136188827,5725.0,978.0,0.092725439,0.013975097,0.116174727,1.0,3.07995564863866e-05,17.6327460884563,8.02494461311233
2122.0,Alaska,Kenai Peninsula Borough,AK,58506.0,42411.9718309859,12045.0,28.4,42666.6666666667,3072.0,7.2,55400.0,22161.0,973259.0,1488.21631,436.7752442,35.2232848,14372.0,1762.0,2.686311029,0.788402968,1.999051351,3.0,5.12767921238847e-05,24.565001880149,7.95090474256577
2130.0,Alaska,Ketchikan Gateway Borough,AK,13746.0,10259.7402597403,3160.0,30.8,10280.8988764045,915.0,8.9,13477.0,5305.0,340701.0,23.17786131,0.0,0.823375669,3373.0,752.0,0.171980866,0.0,0.109491445,1.0,7.2748435908628e-05,24.5380474319802,14.1753063147974
2150.0,Alaska,Kodiak Island Borough,AK,13732.0,10009.9337748344,3023.0,30.2,9984.84848484848,659.0,6.6,13592.0,4630.0,371695.0,487.6159858,219.5079709,16.65827178,3753.0,418.0,3.587521967,1.614979186,3.985232483,1.0,7.28226041363239e-05,27.3303233323624,9.0280777537797
2158.0,Alaska,Kusilvak Census Area,AK,8049.0,0,,,0,,,,,,,,,,,,,,,0,,0
2164.0,Alaska,Lake and Peninsula Borough,AK,1562.0,1122.25705329154,358.0,31.9,1121.62162162162,83.0,7.4,1631.0,553.0,54148.0,1625.100204,708.1138411,104.5774278,648.0,97.0,99.63827124,43.4159314,107.8117812,,0,41.4852752880922,17.5406871609403
2170.0,Alaska,Matanuska-Susitna Borough,AK,104365.0,67033.1125827815,20244.0,30.2,67195.1219512195,5510.0,8.2,88995.0,31824.0,1949767.0,3694.270434,1373.429294,201.3493334,23491.0,3398.0,4.151098864,1.543265683,5.925524822,3.0,2.87452690078091e-05,22.5085038087481,10.6774761186526
2180.0,Alaska,Nome Census Area,AK,9917.0,6201.8927444795,1966.0,31.7,6200.0,372.0,6.0,9492.0,2815.0,108358.0,4442.699836,3024.109566,592.6225881,5227.0,873.0,46.80467589,31.85956138,67.88345797,,0,52.7074720177473,31.01243339254
2185.0,Alaska,North Slope Borough,AK,9606.0,7060.27397260274,2577.0,36.5,7076.92307692308,460.0,6.5,9430.0,2029.0,161607.0,5217.000069,1148.96305,118.1052638,2305.0,341.0,55.32343657,12.18412566,34.63497472,,0,23.9954195294608,16.8063085263677
2188.0,Alaska,Northwest Arctic Borough,AK,7673.0,4743.82716049383,1537.0,32.4,4769.23076923077,310.0,6.5,7523.0,1919.0,133002.0,3506.053844,2133.877585,367.8940754,3527.0,588.0,46.60446423,28.364716,62.56701963,,0,45.9663756027629,30.6409588327254
2195.0,Alaska,Petersburg Borough,AK,3149.0,2422.95081967213,739.0,30.5,2436.61971830986,173.0,7.1,3815.0,1599.0,84844.0,57.21157378,8.018288724,2.241648903,771.0,128.0,1.499648068,0.210177948,1.751288205,,0,24.4839631629089,8.00500312695435
2198.0,Alaska,Prince of Wales-Hyder Census Area,AK,6347.0,4681.81818181818,1648.0,35.2,4698.6301369863,343.0,7.3,5559.0,2194.0,182948.0,1022.044973,559.2369244,85.80840698,2447.0,550.0,18.38541055,10.06002742,15.60152854,,0,38.5536473924689,25.0683682771194
2220.0,Alaska,Sitka City and Borough,AK,8830.0,6763.06620209059,1941.0,28.7,6716.41791044776,450.0,6.7,8881.0,3545.0,159789.0,34.88431959,0.0,1.148861333,1900.0,341.0,0.392797203,0.0,0.336909482,1.0,0.000113250283125708,21.5175537938845,9.61918194640339
2230.0,Alaska,Skagway Municipality,AK,1088.0,864.768683274021,243.0,28.1,875.0,56.0,6.4,968.0,436.0,84375.0,0.159331717,0.025967544,0.005352228,162.0,13.0,0.016459888,0.002682598,0.041170985,,0,14.8897058823529,2.98165137614679
2240.0,Alaska,Southeast Fairbanks Census Area,AK,6876.0,5033.23262839879,1666.0,33.1,5014.49275362319,346.0,6.9,7029.0,2567.0,133918.0,2633.580829,1066.797633,156.5935664,2518.0,234.0,37.46736135,15.17708968,66.92032753,,0,36.6201279813845,9.11569925983638
2261.0,Alaska,Valdez-Cordova Census Area,AK,9355.0,7095.39473684211,2157.0,30.4,7094.59459459459,525.0,7.4,9636.0,3966.0,270974.0,1674.754109,613.8264023,95.36599684,2305.0,233.0,17.38017963,6.37013701,40.92961238,,0,24.6392303580973,5.87493696419566
2275.0,Alaska,Wrangell City and Borough,AK,2411.0,1830.06535947712,560.0,30.6,1820.22471910112,162.0,8.9,2369.0,1053.0,66071.0,193.3386507,58.90084422,12.73104748,696.0,171.0,8.161192516,2.486316767,7.445057006,,0,28.8676897552883,16.2393162393162
2282.0,Alaska,Yakutat City and Borough,AK,601.0,492.012779552716,154.0,31.3,493.670886075949,39.0,7.9,662.0,270.0,76000.0,662.000001,167.8456684,26.49056628,161.0,26.0,100.0000002,25.35433057,101.8867934,,0,26.7886855241265,9.62962962962963
2290.0,Alaska,Yukon-Koyukuk Census Area,AK,5526.0,3968.19787985866,1123.0,28.3,3975.90361445783,330.0,8.3,5588.0,2217.0,192891.0,5587.999995,2779.799148,718.4970758,2764.0,665.0,99.99999991,49.74586878,108.0446731,,0,50.0180962721679,29.9954894000902
4001.0,Arizona,Apache County,AZ,73112.0,48360.7954545454,17023.0,35.2,48569.4444444444,6994.0,14.4,71518.0,22771.0,589154.0,26335.01582,18851.05014,2509.934822,44663.0,5018.0,36.82291986,26.3584694,50.01862937,2.0,2.73552905131852e-05,61.0884670095196,22.0368011945018
4003.0,Arizona,Cochise County,AZ,125770.0,96965.3846153846,25211.0,26.0,96718.4466019418,9962.0,10.3,131346.0,50865.0,1635610.0,5182.509246,2042.517605,268.8420761,47245.0,7812.0,3.945692481,1.55506647,3.441398824,7.0,5.56571519440248e-05,37.5646020513636,15.3583013860218
4005.0,Arizona,Coconino County,AZ,140908.0,98159.4827586207,22773.0,23.2,98302.6315789474,7471.0,7.6,134421.0,46711.0,1621164.0,12099.20447,8069.778204,1047.739113,55426.0,6726.0,9.000977872,6.003361234,15.57744742,8.0,5.67746330939336e-05,39.3348851733046,14.3991779238295
